undefined,declaration_type,year_in_yy,month,running_no,item_no,origin_country_code,destination_country_code,transportation,tax_id,company_branch,customs_coordinates,product_statistic_code,product_statistic_code_unit,privilege_code,duty_rate_by_percent,duty_rate_by_condition,is_a_net_transaction_brought_back,use_the_rights_to_promote_investment,use_the_rights_bonded_warehouse,exercising_the_right_to_claim_duty_under_section_19_bis,use_the_right_reimport_reexport,use_the_right_freezone,use_the_right_epz,multiple_boat_declaration_approval_lists_or_claim_duty_compensation,import_or_export_date,payment_place_code,payment_number,payment_date,release_location_code,release_date,pickup_location_code,pickup_date,making_year,making_month,weigth,volume,value_in_baht,value_in_other_currency,currency_code,duty,vat,excise_tax,fee,ministry_of_commerce_fee,interior_tax,other_tax,excise_coordinate,excise_tax_by_percent,excise_tax_by_condition,import_or_export_customs_set,hscode
A002,1,63,01,00278,0002,HK,HK,1,    0105534001223,0000,000010063040,001,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200122,0152,000000,20200102,0251,20200102,0250,20200108,2563,01,00000000018000,00000000000900,0000000000595944,0000000000019908,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010063040001
A002,1,63,01,00282,0001,IL,IL,1,    0105525038021,0000,000010063040,001,KGM,003,000000000000000000,000000000000000000,N,N,N,Y,N,N,N,N,20200122,2801,000000,20200102,2811,20200107,2801,20200109,2563,01,00000000063000,00000000002520,0000000002372461,0000000000079254,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010063040001
A002,1,63,01,00287,0001,AU,AU,1,    0105525038021,0000,000010063099,012,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200122,2801,000000,20200102,2836,20200103,2801,20200107,2563,01,00000000018000,00000000001500,0000000000296356,0000000000009900,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010063099012
A002,1,63,01,00342,0001,SG,SG,1,    0105525038021,0000,000010063040,001,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200122,2801,000000,20200102,2836,20200104,2801,20200108,2563,01,00000000015000,00000000000750,0000000000585609,0000000000019563,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010063040001
A002,1,63,01,00342,0002,SG,SG,1,    0105525038021,0000,000010063040,001,KGM,003,000000000000000000,000000000000000000,N,N,N,Y,N,N,N,N,20200122,2801,000000,20200102,2836,20200104,2801,20200108,2563,01,00000000004000,00000000000100,0000000000150292,0000000000005021,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010063040001
A002,1,63,01,00342,0003,SG,SG,1,    0105525038021,0000,000010063040,001,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200122,2801,000000,20200102,2836,20200104,2801,20200108,2563,01,00000000020452,00000000000414,0000000000750416,0000000000025068,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010063040001
A002,1,63,01,00342,0004,SG,SG,1,    0105525038021,0000,000010062010,001,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200122,2801,000000,20200102,2836,20200104,2801,20200108,2563,01,00000000001260,00000000000100,0000000000075821,0000000000002533,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010062010001
A002,1,63,01,00342,0005,SG,SG,1,    0105525038021,0000,000010063099,001,KGM,003,000000000000000000,000000000000000000,N,N,N,Y,N,N,N,N,20200122,2801,000000,20200102,2836,20200104,2801,20200108,2563,01,00000000022000,00000000000880,0000000000471423,0000000000015748,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010063099001
A002,1,63,01,00342,0006,SG,SG,1,    0105525038021,0000,000010063099,001,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200122,2801,000000,20200102,2836,20200104,2801,20200108,2563,01,00000000043995,00000000001774,0000000000781315,0000000000026100,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010063099001
A002,1,63,01,00342,0007,SG,SG,1,    0105525038021,0000,000010063099,001,KGM,003,000000000000000000,000000000000000000,N,N,N,Y,N,N,N,N,20200122,2801,000000,20200102,2836,20200104,2801,20200108,2563,01,00000000022000,00000000000440,0000000000494026,0000000000016503,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010063099001
A002,1,63,01,00420,0001,CA,CA,1,    0105525038021,0000,000010063040,001,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200122,2801,000000,20200102,2820,20200103,2801,20200108,2563,01,00000000020800,00000000002600,0000000000671212,0000000000022422,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010063040001
A002,1,63,01,00425,0001,CA,CA,1,    0105525038021,0000,000010063040,001,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200122,2801,000000,20200102,2820,20200103,2801,20200108,2563,01,00000000020800,00000000002600,0000000000671212,0000000000022422,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010063040001
A002,1,63,01,00429,0001,CA,CA,1,    0105525038021,0000,000010063040,001,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200122,2801,000000,20200102,2820,20200103,2801,20200108,2563,01,00000000020800,00000000002600,0000000000671212,0000000000022422,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010063040001
A002,1,63,01,00432,0001,CA,CA,1,    0105525038021,0000,000010063040,001,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200122,2801,000000,20200102,2820,20200103,2801,20200108,2563,01,00000000020800,00000000002600,0000000000671212,0000000000022422,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010063040001
A002,1,63,01,00439,0001,CA,CA,1,    0105525038021,0000,000010063040,001,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200122,2801,000000,20200102,2820,20200103,2801,20200108,2563,01,00000000020800,00000000002600,0000000000671212,0000000000022422,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010063040001
A002,1,63,01,00447,0001,CA,CA,1,    0105525038021,0000,000010063040,001,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200122,2801,000000,20200102,2820,20200103,2801,20200108,2563,01,00000000020800,00000000002600,0000000000671212,0000000000022422,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010063040001
A002,1,63,01,00767,0001,US,US,1,    0105520005400,0000,000010063040,001,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200105,2801,000000,20200102,2812,20200104,2801,20200105,2563,01,00000000062469,00000000062469,0000000002131791,0000000000071214,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010063040001
A002,1,63,01,00777,0001,US,US,1,    0135553003431,0000,000010063040,001,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200109,2801,000000,20200102,2836,20200107,2801,20200110,2563,01,00000000010079,00000000000925,0000000000352998,0000000000011792,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010063040001
A002,1,63,01,00777,0002,US,US,1,    0135553003431,0000,000010063040,001,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200109,2801,000000,20200102,2836,20200107,2801,20200110,2563,01,00000000009174,00000000000842,0000000000321324,0000000000010734,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010063040001
A002,1,63,01,00777,0003,US,US,1,    0135553003431,0000,000010063040,001,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200109,2801,000000,20200102,2836,20200107,2801,20200110,2563,01,00000000130616,00000000009590,0000000004457367,0000000000148902,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010063040001
A002,1,63,01,00801,0001,US,US,1,    0135553003431,0000,000010062010,001,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200108,2801,000000,20200102,2820,20200105,2801,20200108,2563,01,00000000018124,00000000002495,0000000000634761,0000000000021205,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010062010001
A002,1,63,01,00819,0001,US,US,1,    0135553003431,0000,000010063040,001,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200108,2801,000000,20200102,2820,20200105,2801,20200108,2563,01,00000000130616,00000000009590,0000000004457367,0000000000148902,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010063040001
A002,1,63,01,00866,0001,AU,AU,1,    0405562002520,0000,000010063099,001,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200122,2801,000000,20200102,2836,20200104,2801,20200107,2563,01,00000000005800,00000000000580,0000000000204874,0000000000006844,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010063099001
A002,1,63,01,00866,0002,AU,AU,1,    0405562002520,0000,000010063099,001,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200122,2801,000000,20200102,2836,20200104,2801,20200107,2563,01,00000000008800,00000000000880,0000000000302941,0000000000010120,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010063099001
A002,1,63,01,00866,0003,AU,AU,1,    0405562002520,0000,000010063099,001,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200122,2801,000000,20200102,2836,20200104,2801,20200107,2563,01,00000000003400,00000000000340,0000000000113789,0000000000003801,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010063099001
A002,1,63,01,00915,0001,US,US,1,    0105539045245,0000,000010063099,001,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200122,2801,000000,20200102,2812,20200105,2801,20200106,2563,01,00000000017052,00000000017052,0000000000502781,0000000000016796,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      9PART3,000010063099001
A002,1,63,01,00915,0002,US,US,1,    0105539045245,0000,000010062090,001,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200122,2801,000000,20200102,2812,20200105,2801,20200106,2563,01,00000000001498,00000000001498,0000000000041709,0000000000001393,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      9PART3,000010062090001
A002,1,63,01,00923,0001,HK,HK,1,    0105511002525,0000,000010063040,001,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200122,2801,000000,20200102,2820,20200102,2801,20200106,2563,01,00000000044010,00000000002934,0000000001860218,0000000000062142,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      9PART3,000010063040001
A002,1,63,01,00924,0001,HK,HK,1,    0105511002525,0000,000010063040,001,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200122,2801,000000,20200102,2820,20200102,2801,20200106,2563,01,00000000007230,00000000000482,0000000000279627,0000000000009341,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      9PART3,000010063040001
A002,1,63,01,00925,0001,HK,HK,1,    0105511002525,0000,000010063040,001,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200122,2801,000000,20200102,2820,20200102,2801,20200106,2563,01,00000000044010,00000000002934,0000000001728475,0000000000057741,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      9PART3,000010063040001
A002,1,63,01,00925,0002,HK,HK,1,    0105511002525,0000,000010063040,001,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200122,2801,000000,20200102,2820,20200102,2801,20200106,2563,01,00000000014775,00000000000985,0000000000580282,0000000000019385,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      9PART3,000010063040001
A002,1,63,01,00926,0001,US,US,1,    0305539001866,0000,000010063040,001,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200106,2801,000000,20200102,2811,20200103,2801,20200106,2563,01,00000000004540,00000000004540,0000000000160367,0000000000005357,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010063040001
A002,1,63,01,00926,0002,US,US,1,    0305539001866,0000,000010063040,001,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200106,2801,000000,20200102,2811,20200103,2801,20200106,2563,01,00000000000953,00000000000953,0000000000034391,0000000000001149,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010063040001
A002,1,63,01,00926,0003,US,US,1,    0305539001866,0000,000010063040,001,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200106,2801,000000,20200102,2811,20200103,2801,20200106,2563,01,00000000002179,00000000002179,0000000000079586,0000000000002659,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010063040001
A002,1,63,01,00926,0004,US,US,1,    0305539001866,0000,000010063030,003,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200106,2801,000000,20200102,2811,20200103,2801,20200106,2563,01,00000000000953,00000000000953,0000000000039671,0000000000001325,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010063030003
A002,1,63,01,00926,0005,US,US,1,    0305539001866,0000,000010063030,003,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200106,2801,000000,20200102,2811,20200103,2801,20200106,2563,01,00000000001907,00000000001907,0000000000081339,0000000000002717,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010063030003
A002,1,63,01,00926,0006,US,US,1,    0305539001866,0000,000010062010,001,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200106,2801,000000,20200102,2811,20200103,2801,20200106,2563,01,00000000000735,00000000000735,0000000000030823,0000000000001030,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010062010001
A002,1,63,01,00926,0007,US,US,1,    0305539001866,0000,000010062090,613,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200106,2801,000000,20200102,2811,20200103,2801,20200106,2563,01,00000000000735,00000000000735,0000000000045574,0000000000001522,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010062090613
A002,1,63,01,00926,0008,US,US,1,    0305539001866,0000,000010064090,005,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200106,2801,000000,20200102,2811,20200103,2801,20200106,2563,01,00000000003462,00000000003462,0000000000069430,0000000000002319,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010064090005
A002,1,63,01,00926,0009,US,US,1,    0305539001866,0000,000010064090,005,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200106,2801,000000,20200102,2811,20200103,2801,20200106,2563,01,00000000001907,00000000001907,0000000000042525,0000000000001421,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010064090005
A002,1,63,01,00926,0010,US,US,1,    0305539001866,0000,000010062090,619,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200106,2801,000000,20200102,2811,20200103,2801,20200106,2563,01,00000000000735,00000000000735,0000000000050638,0000000000001692,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010062090619
A002,1,63,01,00926,0011,US,US,1,    0305539001866,0000,000010062090,607,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200106,2801,000000,20200102,2811,20200103,2801,20200106,2563,01,00000000000735,00000000000735,0000000000044033,0000000000001471,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010062090607
A002,1,63,01,01045,0001,LA,LA,3,    0573559001400,0000,000010063099,001,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200122,4301,000000,20200102,4312,20200103,4301,20200103,2563,01,00000000012600,00000000012600,0000000000239381,0000000000007997,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010063099001
A002,1,63,01,01046,0001,LA,LA,3,    0573559001400,0000,000010063099,001,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200122,4301,000000,20200102,4312,20200104,4301,20200104,2563,01,00000000011700,00000000011700,0000000000222282,0000000000007426,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010063099001
A002,1,63,01,01049,0001,US,US,1,    0105522018355,0000,000010063040,001,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200112,0110,000000,20200102,0520,20200107,2801,20200110,2563,01,00000000114307,00000000000140,0000000004037694,0000000000134883,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010063040001
A002,1,63,01,01049,0002,US,US,1,    0105522018355,0000,000010063040,001,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200112,0110,000000,20200102,0520,20200107,2801,20200110,2563,01,00000000063504,00000000000080,0000000002224153,0000000000074300,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010063040001
A002,1,63,01,01091,0001,AE,AE,1,    0105546152299,0000,000010063040,001,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200122,2801,000000,20200102,2812,20200108,2801,20200111,2563,01,00000000000007,00000000000070,0000000000000189,0000000000000006,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010063040001
A002,1,63,01,01091,0002,AE,AE,1,    0105546152299,0000,000010063040,001,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200122,2801,000000,20200102,2812,20200108,2801,20200111,2563,01,00000000000001,00000000000002,0000000000000027,0000000000000001,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010063040001
A002,1,63,01,01091,0003,AE,AE,1,    0105546152299,0000,000010063040,001,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200122,2801,000000,20200102,2812,20200108,2801,20200111,2563,01,00000000000006,00000000000006,0000000000000162,0000000000000005,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010063040001
A002,1,63,01,01091,0004,AE,AE,1,    0105546152299,0000,000010063040,004,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200122,2801,000000,20200102,2812,20200108,2801,20200111,2563,01,00000000000004,00000000000040,0000000000000102,0000000000000003,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010063040004
A002,1,63,01,01091,0005,AE,AE,1,    0105546152299,0000,000010063040,004,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200122,2801,000000,20200102,2812,20200108,2801,20200111,2563,01,00000000000001,00000000000002,0000000000000025,0000000000000001,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010063040004
A002,1,63,01,01091,0006,AE,AE,1,    0105546152299,0000,000010063040,500,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200122,2801,000000,20200102,2812,20200108,2801,20200111,2563,01,00000000000002,00000000000002,0000000000000057,0000000000000002,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010063040500
A002,1,63,01,01091,0007,AE,AE,1,    0105546152299,0000,000010062010,500,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200122,2801,000000,20200102,2812,20200108,2801,20200111,2563,01,00000000000002,00000000000002,0000000000000057,0000000000000002,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010062010500
A002,1,63,01,01091,0008,AE,AE,1,    0105546152299,0000,000010064090,005,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200122,2801,000000,20200102,2812,20200108,2801,20200111,2563,01,00000000000003,00000000000030,0000000000000036,0000000000000001,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010064090005
A002,1,63,01,01091,0009,AE,AE,1,    0105546152299,0000,000010064090,005,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200122,2801,000000,20200102,2812,20200108,2801,20200111,2563,01,00000000000001,00000000000002,0000000000000012,0000000000000000,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010064090005
A002,1,63,01,01091,0010,AE,AE,1,    0105546152299,0000,000010064090,005,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200122,2801,000000,20200102,2812,20200108,2801,20200111,2563,01,00000000000002,00000000000002,0000000000000024,0000000000000001,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010064090005
A002,1,63,01,01091,0011,AE,AE,1,    0105546152299,0000,000010063099,010,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200122,2801,000000,20200102,2812,20200108,2801,20200111,2563,01,00000000000002,00000000000020,0000000000000030,0000000000000001,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010063099010
A002,1,63,01,01091,0012,AE,AE,1,    0105546152299,0000,000010063099,010,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200122,2801,000000,20200102,2812,20200108,2801,20200111,2563,01,00000000000001,00000000000002,0000000000000015,0000000000000001,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010063099010
A002,1,63,01,01091,0013,AE,AE,1,    0105546152299,0000,000010063099,010,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200122,2801,000000,20200102,2812,20200108,2801,20200111,2563,01,00000000000002,00000000000002,0000000000000030,0000000000000001,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010063099010
A002,1,63,01,01091,0014,AE,AE,1,    0105546152299,0000,000010063099,012,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200122,2801,000000,20200102,2812,20200108,2801,20200111,2563,01,00000000000003,00000000000030,0000000000000040,0000000000000001,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010063099012
A002,1,63,01,01091,0015,AE,AE,1,    0105546152299,0000,000010063099,012,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200122,2801,000000,20200102,2812,20200108,2801,20200111,2563,01,00000000000001,00000000000002,0000000000000013,0000000000000000,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010063099012
A002,1,63,01,01091,0016,AE,AE,1,    0105546152299,0000,000010063091,002,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200122,2801,000000,20200102,2812,20200108,2801,20200111,2563,01,00000000000001,00000000000010,0000000000000015,0000000000000001,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010063091002
