undefined,declaration_type,year_in_yy,month,running_no,item_no,origin_country_code,destination_country_code,transportation,tax_id,company_branch,customs_coordinates,product_statistic_code,product_statistic_code_unit,privilege_code,duty_rate_by_percent,duty_rate_by_condition,is_a_net_transaction_brought_back,use_the_rights_to_promote_investment,use_the_rights_bonded_warehouse,exercising_the_right_to_claim_duty_under_section_19_bis,use_the_right_reimport_reexport,use_the_right_freezone,use_the_right_epz,multiple_boat_declaration_approval_lists_or_claim_duty_compensation,import_or_export_date,payment_place_code,payment_number,payment_date,release_location_code,release_date,pickup_location_code,pickup_date,making_year,making_month,weigth,volume,value_in_baht,value_in_other_currency,currency_code,duty,vat,excise_tax,fee,ministry_of_commerce_fee,interior_tax,other_tax,excise_coordinate,excise_tax_by_percent,excise_tax_by_condition,import_or_export_customs_set,hscode
A004,1,63,01,04105,0001,US,US,1,    0105525018429,0000,000010063040,001,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200124,2801,000000,20200104,2836,20200107,2801,20200111,2563,01,00000000014755,00000000000650,0000000000485858,0000000000016231,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010063040001
A004,1,63,01,04105,0002,US,US,1,    0105525018429,0000,000010063040,001,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200124,2801,000000,20200104,2836,20200107,2801,20200111,2563,01,00000000004560,00000000000400,0000000000152201,0000000000005084,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010063040001
A004,1,63,01,04253,0001,US,US,1,    0105525018429,0000,000010063030,003,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200124,2801,000000,20200104,2836,20200108,2801,20200111,2563,01,00000000002270,00000000000100,0000000000093434,0000000000003121,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010063030003
A004,1,63,01,04253,0002,US,US,1,    0105525018429,0000,000010062010,001,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200124,2801,000000,20200104,2836,20200108,2801,20200111,2563,01,00000000002270,00000000000100,0000000000073728,0000000000002463,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010062010001
A004,1,63,01,04253,0003,US,US,1,    0105525018429,0000,000010063040,001,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200124,2801,000000,20200104,2836,20200108,2801,20200111,2563,01,00000000015209,00000000000670,0000000000566823,0000000000018935,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010063040001
A004,1,63,01,04253,0004,US,US,1,    0105525018429,0000,000010062090,612,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200124,2801,000000,20200104,2836,20200108,2801,20200111,2563,01,00000000001140,00000000000100,0000000000060061,0000000000002006,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010062090612
A004,1,63,01,04401,0001,CN,CN,1,    0105525018429,0000,000010063040,001,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200124,0152,000000,20200104,0252,20200107,0250,20200112,2563,01,00000000036000,00000000000720,0000000001226912,0000000000040986,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010063040001
A004,1,63,01,04401,0002,CN,CN,1,    0105525018429,0000,000010063040,001,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200124,0152,000000,20200104,0252,20200107,0250,20200112,2563,01,00000000007491,00000000000330,0000000000255300,0000000000008529,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010063040001
A004,1,63,01,04401,0003,CN,CN,1,    0105525018429,0000,000010063040,001,KGM,003,000000000000000000,000000000000000000,N,N,N,Y,N,N,N,N,20200124,0152,000000,20200104,0252,20200107,0250,20200112,2563,01,00000000004000,00000000000080,0000000000138120,0000000000004614,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010063040001
A004,1,63,01,04401,0004,CN,CN,1,    0105525018429,0000,000010063040,001,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200124,0152,000000,20200104,0252,20200107,0250,20200112,2563,01,00000000002497,00000000000110,0000000000081176,0000000000002712,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010063040001
A004,1,63,01,04401,0005,CN,CN,1,    0105525018429,0000,000010063040,001,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200124,0152,000000,20200104,0252,20200107,0250,20200112,2563,01,00000000005000,00000000000100,0000000000162547,0000000000005430,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010063040001
A004,1,63,01,04401,0006,CN,CN,1,    0105525018429,0000,000010063040,001,KGM,003,000000000000000000,000000000000000000,N,N,N,Y,N,N,N,N,20200124,0152,000000,20200104,0252,20200107,0250,20200112,2563,01,00000000005000,00000000000100,0000000000164792,0000000000005505,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010063040001
A004,1,63,01,04401,0007,CN,CN,1,    0105525018429,0000,000010063030,003,KGM,003,000000000000000000,000000000000000000,N,N,N,Y,N,N,N,N,20200124,0152,000000,20200104,0252,20200107,0250,20200112,2563,01,00000000002500,00000000000100,0000000000095492,0000000000003190,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010063030003
A004,1,63,01,04401,0008,CN,CN,1,    0105525018429,0000,000010063040,001,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200124,0152,000000,20200104,0252,20200107,0250,20200112,2563,01,00000000003500,00000000000070,0000000000117973,0000000000003941,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010063040001
A004,1,63,01,04441,0001,US,US,1,    0105525018429,0000,000010062090,601,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200124,2801,000000,20200104,2836,20200108,2801,20200111,2563,01,00000000002724,00000000000120,0000000000124760,0000000000004168,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010062090601
A004,1,63,01,04441,0002,US,US,1,    0105525018429,0000,000010062090,612,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200124,2801,000000,20200104,2836,20200108,2801,20200111,2563,01,00000000002270,00000000000100,0000000000126051,0000000000004211,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010062090612
A004,1,63,01,04441,0003,US,US,1,    0105525018429,0000,000010062090,607,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200124,2801,000000,20200104,2836,20200108,2801,20200111,2563,01,00000000002270,00000000000100,0000000000120615,0000000000004029,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010062090607
A004,1,63,01,04441,0004,US,US,1,    0105525018429,0000,000010063040,001,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200124,2801,000000,20200104,2836,20200108,2801,20200111,2563,01,00000000013325,00000000000587,0000000000440762,0000000000014724,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010063040001
A005,1,62,11,09904,0001,SG,ZA,1,    0115542000168,0000,000010063091,001,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20191125,2801,000000,20191105,2810,20191121,0250,20191121,2563,01,00000006000000,00000000000001,0000000070593163,0000000002352000,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010063091001
A005,1,62,11,09904,0002,SG,ZA,1,    0115542000168,0000,000010062090,600,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20191125,2801,000000,20191105,2810,20191121,0250,20191121,2563,01,00000000500000,00000000000500,0000000006167898,0000000000205500,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010062090600
A005,1,62,11,09905,0001,PR,PR,1,    0115542000168,0000,000010063099,010,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20191125,2801,000000,20191105,2810,20191111,0250,20191111,2563,01,00000007150000,00000000000001,0000000084767322,0000000002824250,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010063099010
A005,1,62,11,09905,0002,PR,PR,1,    0115542000168,0000,000010063091,001,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20191125,2801,000000,20191105,2810,20191111,0250,20191111,2563,01,00000001200000,00000000000001,0000000013974565,0000000000465600,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010063091001
A005,1,63,01,00294,0001,MM,MM,3,    0063062248726,0000,000010059010,000,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200125,4901,000000,20200105,4901,20200105,4903,20200105,2563,01,00000000001700,00000000000170,0000000000042500,0000000000042500,THB,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      9PART3,000010059010000
A005,1,63,01,00689,0001,LA,LA,3,    0575550000356,0000,000010063099,001,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200125,4401,000000,20200105,4401,20200105,4405,20200105,2563,01,00000000033000,00000000000660,0000000000610502,0000000000020394,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010063099001
A005,1,63,01,01526,0001,US,US,1,    0105522018355,0000,000010063040,001,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200116,0110,000000,20200105,0520,20200108,2801,20200110,2563,01,00000000130637,00000000000160,0000000004614507,0000000000154151,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010063040001
A005,1,63,01,01526,0002,US,US,1,    0105522018355,0000,000010063040,001,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200116,0110,000000,20200105,0520,20200108,2801,20200110,2563,01,00000000063504,00000000000080,0000000002224153,0000000000074300,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010063040001
A005,1,63,01,01527,0001,US,US,1,    0105522018355,0000,000010063040,001,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200114,2801,000000,20200105,2811,20200107,2801,20200113,2563,01,00000000019777,00000000000872,0000000000695625,0000000000023238,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010063040001
A005,1,63,01,01527,0002,US,US,1,    0105522018355,0000,000010063040,001,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200114,2801,000000,20200105,2811,20200107,2801,20200113,2563,01,00000000019727,00000000002175,0000000000699782,0000000000023377,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010063040001
A005,1,63,01,01528,0001,US,US,1,    0105522018355,0000,000010063040,001,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200122,0110,000000,20200105,0520,20200107,2801,20200111,2563,01,00000000011340,00000000000500,0000000000388684,0000000000012984,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010063040001
A005,1,63,01,01528,0002,US,US,1,    0105522018355,0000,000010063040,001,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200122,0110,000000,20200105,0520,20200107,2801,20200111,2563,01,00000000009390,00000000000828,0000000000324641,0000000000010845,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010063040001
A005,1,63,01,01529,0001,US,US,1,    0105522018355,0000,000010063040,001,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200114,2801,000000,20200105,2836,20200108,2801,20200111,2563,01,00000000058174,00000000005130,0000000002028916,0000000000067778,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010063040001
A005,1,63,01,01530,0001,US,US,1,    0105522018355,0000,000010063040,001,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200116,2801,000000,20200105,2811,20200107,2801,20200113,2563,01,00000000017577,00000000001550,0000000000565102,0000000000018878,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010063040001
A005,1,63,01,01530,0002,US,US,1,    0105522018355,0000,000010063099,001,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200116,2801,000000,20200105,2811,20200107,2801,20200113,2563,01,00000000003405,00000000000150,0000000000070534,0000000000002356,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010063099001
A005,1,63,01,01531,0001,HK,HK,1,    0105522018355,0000,000010063040,001,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200122,0152,000000,20200105,0251,20200107,0250,20200114,2563,01,00000000066000,00000000002640,0000000002394019,0000000000079974,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010063040001
A005,1,63,01,01531,0002,HK,HK,1,    0105522018355,0000,000010063040,001,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200122,0152,000000,20200105,0251,20200107,0250,20200114,2563,01,00000000044000,00000000001760,0000000001596013,0000000000053316,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010063040001
A005,1,63,01,01531,0003,HK,HK,1,    0105522018355,0000,000010063099,001,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200122,0152,000000,20200105,0251,20200107,0250,20200114,2563,01,00000000044000,00000000001760,0000000001187701,0000000000039676,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010063099001
A005,Y,63,01,00014,0009,SG,HK,4,    0105533022910,0000,000010063099,090,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200104,1190,000000,20200105,1193,20200104,1190,20200104,2563,01,00000000000001,00000000000001,0000000000000030,0000000000000001,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      9PART3,000010063099090
A005,Y,63,01,00024,0019,AU,HK,4,    0105533022910,0000,000010063099,090,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200104,1190,000000,20200105,1193,20200104,1190,20200104,2563,01,00000000000004,00000000000001,0000000000000030,0000000000000001,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      9PART3,000010063099090
A006,1,62,12,02049,0001,TR,IQ,1,    0115542000168,0000,000010063099,010,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20191226,2801,000000,20191206,2810,20191225,0250,20191225,2563,01,00000003150000,00000000063000,0000000035662494,0000000001191236,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010063099010
A006,1,63,01,00653,0001,HK,HK,1,    0175558000111,0000,000010063099,007,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200126,0152,000000,20200106,0252,20200106,0250,20200112,2563,01,00000000080000,00000000002500,0000000001721855,0000000000057520,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010063099007
A006,1,63,01,00653,0002,HK,HK,1,    0175558000111,0000,000010063099,007,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200126,0152,000000,20200106,0252,20200106,0250,20200112,2563,01,00000000022000,00000000000880,0000000000421483,0000000000014080,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010063099007
A006,1,63,01,00653,0003,HK,HK,1,    0175558000111,0000,000010063030,003,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200126,0152,000000,20200106,0252,20200106,0250,20200112,2563,01,00000000013848,00000000000577,0000000000563772,0000000000018833,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010063030003
A006,1,63,01,00751,0001,AU,NZ,1,    0125540008145,0000,000010063099,001,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200110,0152,000000,20200106,0251,20200106,0250,20200111,2563,01,00000000024000,00000000024000,0000000000513683,0000000000017160,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010063099001
A006,1,63,01,00754,0001,,,1,    0125540008145,0000,000010063099,012,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200110,0110,000000,20200106,0110,20200106,0110,20200111,2563,01,00000000026000,00000000026000,0000000000391489,0000000000013078,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010063099012
A006,1,63,01,00756,0001,AE,AO,1,    0125540008145,0000,000010063099,012,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200110,0152,000000,20200106,0251,20200107,0250,20200111,2563,01,00000000650000,00000000650000,0000000010896304,0000000000364000,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010063099012
A006,1,63,01,00881,0001,HK,HK,1,    0325507000015,0000,000010063040,001,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200125,0152,000000,20200106,0251,20200106,0250,20200109,2563,01,00000000043000,00000000001720,0000000001583257,0000000000052890,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010063040001
A006,1,63,01,00891,0001,HK,HK,1,    0325507000015,0000,000010063040,001,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200125,0152,000000,20200106,0251,20200107,0250,20200109,2563,01,00000000021387,00000000001179,0000000000870698,0000000000029086,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010063040001
A006,1,63,01,00897,0001,FR,FR,1,    0105534001223,0000,000010064090,003,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200126,2801,000000,20200106,2811,20200107,2801,20200115,2563,01,00000000025000,00000000001000,0000000000527603,0000000000017625,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010064090003
A006,1,63,01,00897,0002,FR,FR,1,    0105534001223,0000,000010064090,005,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200126,2801,000000,20200106,2811,20200107,2801,20200115,2563,01,00000000050000,00000000002000,0000000000853145,0000000000028500,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010064090005
A006,1,63,01,00897,0003,FR,FR,1,    0105534001223,0000,000010063040,001,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200126,2801,000000,20200106,2811,20200107,2801,20200115,2563,01,00000000050000,00000000000002,0000000001646420,0000000000055000,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010063040001
A006,1,63,01,00897,0004,FR,FR,1,    0105534001223,0000,000010063040,001,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200126,2801,000000,20200106,2811,20200107,2801,20200115,2563,01,00000000025000,00000000002500,0000000000849403,0000000000028375,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010063040001
A006,1,63,01,00897,0005,FR,FR,1,    0105534001223,0000,000010063040,001,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200126,2801,000000,20200106,2811,20200107,2801,20200115,2563,01,00000000050000,00000000002000,0000000001758675,0000000000058750,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010063040001
A006,1,63,01,00909,0001,US,US,1,    0405562002520,0000,000010063040,001,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200123,2801,000000,20200106,2820,20200107,2801,20200110,2563,01,00000000019777,00000000019777,0000000000657144,0000000000021952,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010063040001
A006,1,63,01,00910,0001,US,US,1,    0405562002520,0000,000010063040,001,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200123,2801,000000,20200106,2820,20200107,2801,20200110,2563,01,00000000019777,00000000019777,0000000000657144,0000000000021952,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010063040001
A006,1,63,01,00913,0001,US,US,1,    0405562002520,0000,000010063040,001,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200123,2801,000000,20200106,2820,20200107,2801,20200110,2563,01,00000000019777,00000000019777,0000000000657144,0000000000021952,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010063040001
A006,1,63,01,00946,0001,US,US,1,    0105546152299,0000,000010063040,001,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200126,2801,000000,20200106,2812,20200107,2801,20200109,2563,01,00000000004540,00000000000400,0000000000151805,0000000000005071,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010063040001
A006,1,63,01,00946,0002,US,US,1,    0105546152299,0000,000010063099,003,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200126,2801,000000,20200106,2812,20200107,2801,20200109,2563,01,00000000016798,00000000000740,0000000000492790,0000000000016462,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010063099003
A006,1,63,01,00947,0001,US,US,1,    0105546152299,0000,000010063099,003,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200126,2801,000000,20200106,2812,20200107,2801,20200109,2563,01,00000000021338,00000000000940,0000000000625976,0000000000020911,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010063099003
A006,1,63,01,00948,0001,US,US,1,    0105546152299,0000,000010063040,001,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200126,2801,000000,20200106,2820,20200107,2801,20200110,2563,01,00000000019295,00000000019295,0000000000645173,0000000000021553,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010063040001
A006,1,63,01,00950,0001,US,US,1,    0105546152299,0000,000010063040,001,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200126,2801,000000,20200106,2820,20200107,2801,20200110,2563,01,00000000019295,00000000019295,0000000000639397,0000000000021360,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010063040001
A006,1,63,01,01157,0001,FR,FR,1,    0105534001223,0000,000010063040,001,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200126,2801,000000,20200106,2836,20200108,2801,20200111,2563,01,00000000064000,00000000003200,0000000002251104,0000000000075200,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010063040001
A006,1,63,01,01157,0002,FR,FR,1,    0105534001223,0000,000010063040,001,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200126,2801,000000,20200106,2836,20200108,2801,20200111,2563,01,00000000025000,00000000002500,0000000000849403,0000000000028375,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010063040001
